Product,Channel,sales_date,sales
Product A,Channel 1,1/17/21,346
Product A,Channel 1,1/18/21,3384
Product A,Channel 1,1/19/21,3521
Product A,Channel 1,1/20/21,3545
Product A,Channel 1,1/21/21,3477
Product A,Channel 1,1/22/21,3793
Product A,Channel 1,1/23/21,690
Product A,Channel 1,1/24/21,340
Product A,Channel 1,1/25/21,3677
Product A,Channel 1,1/26/21,3432
Product A,Channel 1,1/27/21,3475
Product A,Channel 1,1/28/21,3614
Product A,Channel 1,1/29/21,3581
Product A,Channel 1,1/30/21,767
Product A,Channel 1,1/31/21,369
Product A,Channel 1,2/1/21,4188
Product A,Channel 1,2/2/21,4000
Product A,Channel 1,2/3/21,4414
Product A,Channel 1,2/4/21,4165
Product A,Channel 1,2/5/21,4126
Product A,Channel 1,2/6/21,795
Product A,Channel 1,2/7/21,424
Product A,Channel 1,2/8/21,3992
Product A,Channel 1,2/9/21,4210
Product A,Channel 1,2/10/21,4014
Product A,Channel 1,2/11/21,4056
Product A,Channel 1,2/12/21,4135
Product A,Channel 1,2/13/21,828
Product A,Channel 1,2/14/21,417
Product A,Channel 1,2/15/21,4035
Product A,Channel 1,2/16/21,4003
Product A,Channel 1,2/17/21,4099
Product A,Channel 1,2/18/21,4450
Product A,Channel 1,2/19/21,4027
Product A,Channel 1,2/20/21,787
Product A,Channel 1,2/21/21,405
Product A,Channel 1,2/22/21,4269
Product A,Channel 1,2/23/21,4022
Product A,Channel 1,2/24/21,3953
Product A,Channel 1,2/25/21,4275
Product A,Channel 1,2/26/21,4222
Product A,Channel 1,2/27/21,849
Product A,Channel 1,2/28/21,413
Product A,Channel 1,3/1/21,4463
Product A,Channel 1,3/2/21,4509
Product A,Channel 1,3/3/21,4842
Product A,Channel 1,3/4/21,4800
Product A,Channel 1,3/5/21,4891
Product A,Channel 1,3/6/21,965
Product A,Channel 1,3/7/21,472
Product A,Channel 1,3/8/21,4518
Product A,Channel 1,3/9/21,4817
Product A,Channel 1,3/10/21,4814
Product A,Channel 1,3/11/21,4808
Product A,Channel 1,3/12/21,4624
Product A,Channel 1,3/13/21,954
Product A,Channel 1,3/14/21,449
Product A,Channel 1,3/15/21,4706
Product A,Channel 1,3/16/21,4715
Product A,Channel 1,3/17/21,4853
Product A,Channel 1,3/18/21,4681
Product A,Channel 1,3/19/21,4564
Product A,Channel 1,3/20/21,918
Product A,Channel 1,3/21/21,458
Product A,Channel 1,3/22/21,4616
Product A,Channel 1,3/23/21,4666
Product A,Channel 1,3/24/21,4770
Product A,Channel 1,3/25/21,5071
Product A,Channel 1,3/26/21,4633
Product A,Channel 1,3/27/21,951
Product A,Channel 1,3/28/21,480
Product A,Channel 1,3/29/21,4742
Product A,Channel 1,3/30/21,4900
Product A,Channel 1,3/31/21,4977
Product A,Channel 1,4/1/21,5436
Product A,Channel 1,4/2/21,5132
Product A,Channel 1,4/3/21,1053
Product A,Channel 1,4/4/21,528
Product A,Channel 1,4/5/21,5233
Product A,Channel 1,4/6/21,5217
Product A,Channel 1,4/7/21,5301
Product A,Channel 1,4/8/21,5570
Product A,Channel 1,4/9/21,5380
Product A,Channel 1,4/10/21,1111
Product A,Channel 1,4/11/21,507
Product A,Channel 1,4/12/21,5300
Product A,Channel 1,4/13/21,5587
Product A,Channel 1,4/14/21,5180
Product A,Channel 1,4/15/21,5375
Product A,Channel 1,4/16/21,5146
Product A,Channel 1,4/17/21,1024
Product A,Channel 1,4/18/21,501
Product A,Channel 1,4/19/21,5353
Product A,Channel 1,4/20/21,5496
Product A,Channel 1,4/21/21,5190
Product A,Channel 1,4/22/21,5788
Product A,Channel 1,4/23/21,5390
Product A,Channel 1,4/24/21,1090
Product A,Channel 1,4/25/21,531
Product A,Channel 1,4/26/21,5271
Product A,Channel 1,4/27/21,5404
Product A,Channel 1,4/28/21,5294
Product A,Channel 1,4/29/21,5535
Product A,Channel 1,4/30/21,5328
Product A,Channel 1,5/1/21,1182
Product A,Channel 1,5/2/21,592
Product A,Channel 1,5/3/21,5923
Product A,Channel 1,5/4/21,6040
Product A,Channel 1,5/5/21,5850
Product A,Channel 1,5/6/21,6502
Product A,Channel 1,5/7/21,5541
Product A,Channel 1,5/8/21,1220
Product A,Channel 1,5/9/21,602
Product A,Channel 1,5/10/21,6059
Product A,Channel 1,5/11/21,6474
Product A,Channel 1,5/12/21,5910
Product A,Channel 1,5/13/21,6207
Product A,Channel 1,5/14/21,6088
Product A,Channel 1,5/15/21,1199
Product A,Channel 1,5/16/21,583
Product A,Channel 1,5/17/21,6193
Product A,Channel 1,5/18/21,5879
Product A,Channel 1,5/19/21,6332
Product A,Channel 1,5/20/21,6177
Product A,Channel 1,5/21/21,6503
Product A,Channel 1,5/22/21,1284
Product A,Channel 1,5/23/21,589
Product A,Channel 1,5/24/21,6073
Product A,Channel 1,5/25/21,6245
Product A,Channel 1,5/26/21,5883
Product A,Channel 1,5/27/21,6493
Product A,Channel 1,5/28/21,5865
Product A,Channel 1,5/29/21,1250
Product A,Channel 1,5/30/21,607
Product A,Channel 1,5/31/21,6017
Product A,Channel 1,6/1/21,6682
Product A,Channel 1,6/2/21,6601
Product A,Channel 1,6/3/21,6550
Product A,Channel 1,6/4/21,6868
Product A,Channel 1,6/5/21,1330
Product A,Channel 1,6/6/21,661
Product A,Channel 1,6/7/21,6781
Product A,Channel 1,6/8/21,6740
Product A,Channel 1,6/9/21,6659
Product A,Channel 1,6/10/21,6589
Product A,Channel 1,6/11/21,6806
Product A,Channel 1,6/12/21,1370
Product A,Channel 1,6/13/21,634
Product A,Channel 1,6/14/21,6772
Product A,Channel 1,6/15/21,6701
Product A,Channel 1,6/16/21,6889
Product A,Channel 1,6/17/21,6861
Product A,Channel 1,6/18/21,6529
Product A,Channel 1,6/19/21,1327
Product A,Channel 1,6/20/21,673
Product A,Channel 1,6/21/21,6719
Product A,Channel 1,6/22/21,6570
Product A,Channel 1,6/23/21,6644
Product A,Channel 1,6/24/21,7192
Product A,Channel 1,6/25/21,6989
Product A,Channel 1,6/26/21,1377
Product A,Channel 1,6/27/21,675
Product A,Channel 1,6/28/21,6614
Product A,Channel 1,6/29/21,6710
Product A,Channel 1,6/30/21,7151
Product A,Channel 1,7/1/21,6360
Product A,Channel 1,7/2/21,6098
Product A,Channel 1,7/3/21,1245
Product A,Channel 1,7/4/21,617
Product A,Channel 1,7/5/21,6566
Product A,Channel 1,7/6/21,6106
Product A,Channel 1,7/7/21,6515
Product A,Channel 1,7/8/21,6271
Product A,Channel 1,7/9/21,6176
Product A,Channel 1,7/10/21,1277
Product A,Channel 1,7/11/21,606
Product A,Channel 1,7/12/21,6348
Product A,Channel 1,7/13/21,6376
Product A,Channel 1,7/14/21,6367
Product A,Channel 1,7/15/21,6360
Product A,Channel 1,7/16/21,6372
Product A,Channel 1,7/17/21,1208
Product A,Channel 1,7/18/21,644
Product A,Channel 1,7/19/21,6255
Product A,Channel 1,7/20/21,6629
Product A,Channel 1,7/21/21,6302
Product A,Channel 1,7/22/21,6430
Product A,Channel 1,7/23/21,6857
Product A,Channel 1,7/24/21,1293
Product A,Channel 1,7/25/21,626
Product A,Channel 1,7/26/21,6501
Product A,Channel 1,7/27/21,6339
Product A,Channel 1,7/28/21,7250
Product A,Channel 1,7/29/21,6628
Product A,Channel 1,7/30/21,6319
Product A,Channel 1,7/31/21,1326
Product A,Channel 1,8/1/21,602
Product A,Channel 1,8/2/21,6130
Product A,Channel 1,8/3/21,6017
Product A,Channel 1,8/4/21,6057
Product A,Channel 1,8/5/21,5783
Product A,Channel 1,8/6/21,6096
Product A,Channel 1,8/7/21,1145
Product A,Channel 1,8/8/21,593
Product A,Channel 1,8/9/21,5885
Product A,Channel 1,8/10/21,6155
Product A,Channel 1,8/11/21,5879
Product A,Channel 1,8/12/21,6349
Product A,Channel 1,8/13/21,5846
Product A,Channel 1,8/14/21,1207
Product A,Channel 1,8/15/21,563
Product A,Channel 1,8/16/21,5784
Product A,Channel 1,8/17/21,6151
Product A,Channel 1,8/18/21,5835
Product A,Channel 1,8/19/21,6544
Product A,Channel 1,8/20/21,5942
Product A,Channel 1,8/21/21,1210
Product A,Channel 1,8/22/21,595
Product A,Channel 1,8/23/21,5964
Product A,Channel 1,8/24/21,6826
Product A,Channel 1,8/25/21,6708
Product A,Channel 1,8/26/21,6558
Product A,Channel 1,8/27/21,5591
Product A,Channel 1,8/28/21,1224
Product A,Channel 1,8/29/21,619
Product A,Channel 1,8/30/21,6232
Product A,Channel 1,8/31/21,5904
Product A,Channel 1,9/1/21,5981
Product A,Channel 1,9/2/21,5936
Product A,Channel 1,9/3/21,5639
Product A,Channel 1,9/4/21,1062
Product A,Channel 1,9/5/21,526
Product A,Channel 1,9/6/21,5453
Product A,Channel 1,9/7/21,5548
Product A,Channel 1,9/8/21,5577
Product A,Channel 1,9/9/21,5824
Product A,Channel 1,9/10/21,5717
Product A,Channel 1,9/11/21,1085
Product A,Channel 1,9/12/21,543
Product A,Channel 1,9/13/21,5573
Product A,Channel 1,9/14/21,5516
Product A,Channel 1,9/15/21,5619
Product A,Channel 1,9/16/21,5556
Product A,Channel 1,9/17/21,5565
Product A,Channel 1,9/18/21,1153
Product A,Channel 1,9/19/21,577
Product A,Channel 1,9/20/21,5548
Product A,Channel 1,9/21/21,5783
Product A,Channel 1,9/22/21,5540
Product A,Channel 1,9/23/21,5686
Product A,Channel 1,9/24/21,5651
Product A,Channel 1,9/25/21,1157
Product A,Channel 1,9/26/21,561
Product A,Channel 1,9/27/21,5697
Product A,Channel 1,9/28/21,6038
Product A,Channel 1,9/29/21,6108
Product A,Channel 1,9/30/21,6201
Product A,Channel 1,10/1/21,8754
Product A,Channel 1,10/2/21,1866
Product A,Channel 1,10/3/21,856
Product A,Channel 1,10/4/21,8071
Product A,Channel 1,10/5/21,8763
Product A,Channel 1,10/6/21,8547
Product A,Channel 1,10/7/21,8847
Product A,Channel 1,10/8/21,9004
Product A,Channel 1,10/9/21,1696
Product A,Channel 1,10/10/21,901
Product A,Channel 1,10/11/21,8534
Product A,Channel 1,10/12/21,8468
Product A,Channel 1,10/13/21,8389
Product A,Channel 1,10/14/21,9043
Product A,Channel 1,10/15/21,8848
Product A,Channel 1,10/16/21,1658
Product A,Channel 1,10/17/21,849
Product A,Channel 1,10/18/21,8820
Product A,Channel 1,10/19/21,8641
Product A,Channel 1,10/20/21,9737
Product A,Channel 1,10/21/21,8969
Product A,Channel 1,10/22/21,8556
Product A,Channel 1,10/23/21,1786
Product A,Channel 1,10/24/21,840
Product A,Channel 1,10/25/21,8642
Product A,Channel 1,10/26/21,9473
Product A,Channel 1,10/27/21,9413
Product A,Channel 1,10/28/21,9490
Product A,Channel 1,10/29/21,8922
Product A,Channel 1,10/30/21,1731
Product A,Channel 1,10/31/21,898
Product A,Channel 1,11/1/21,14672
Product A,Channel 1,11/2/21,14769
Product A,Channel 1,11/3/21,15822
Product A,Channel 1,11/4/21,15506
Product A,Channel 1,11/5/21,14906
Product A,Channel 1,11/6/21,2924
Product A,Channel 1,11/7/21,1397
Product A,Channel 1,11/8/21,15016
Product A,Channel 1,11/9/21,14905
Product A,Channel 1,11/10/21,16627
Product A,Channel 1,11/11/21,15659
Product A,Channel 1,11/12/21,15230
Product A,Channel 1,11/13/21,2914
Product A,Channel 1,11/14/21,1445
Product A,Channel 1,11/15/21,14441
Product A,Channel 1,11/16/21,14783
Product A,Channel 1,11/17/21,14678
Product A,Channel 1,11/18/21,15887
Product A,Channel 1,11/19/21,14238
Product A,Channel 1,11/20/21,3016
Product A,Channel 1,11/21/21,1463
Product A,Channel 1,11/22/21,16368
Product A,Channel 1,11/23/21,14322
Product A,Channel 1,11/24/21,15312
Product A,Channel 1,11/25/21,14734
Product A,Channel 1,11/26/21,15572
Product A,Channel 1,11/27/21,2970
Product A,Channel 1,11/28/21,1553
Product A,Channel 1,11/29/21,14604
Product A,Channel 1,11/30/21,14894
Product A,Channel 1,12/1/21,11985
Product A,Channel 1,12/2/21,13391
Product A,Channel 1,12/3/21,13096
Product A,Channel 1,12/4/21,2443
Product A,Channel 1,12/5/21,1204
Product A,Channel 1,12/6/21,12184
Product A,Channel 1,12/7/21,12387
Product A,Channel 1,12/8/21,13114
Product A,Channel 1,12/9/21,12632
Product A,Channel 1,12/10/21,12507
Product A,Channel 1,12/11/21,2516
Product A,Channel 1,12/12/21,1185
Product A,Channel 1,12/13/21,11770
Product A,Channel 1,12/14/21,12112
Product A,Channel 1,12/15/21,12289
Product A,Channel 1,12/16/21,12437
Product A,Channel 1,12/17/21,11552
Product A,Channel 1,12/18/21,2401
Product A,Channel 1,12/19/21,1246
Product A,Channel 1,12/20/21,11467
Product A,Channel 1,12/21/21,12310
Product A,Channel 1,12/22/21,12818
Product A,Channel 1,12/23/21,12566
Product A,Channel 1,12/24/21,12620
Product A,Channel 1,12/25/21,2470
Product A,Channel 1,12/26/21,1202
Product A,Channel 1,12/27/21,12340
Product A,Channel 1,12/28/21,12770
Product A,Channel 1,12/29/21,12658
Product A,Channel 1,12/30/21,13280
Product A,Channel 1,12/31/21,13253
Product A,Channel 1,1/1/22,1336
Product A,Channel 1,1/2/22,663
Product A,Channel 1,1/3/22,6416
Product A,Channel 1,1/4/22,6332
Product A,Channel 1,1/5/22,6674
Product A,Channel 1,1/6/22,6923
Product A,Channel 1,1/7/22,6613
Product A,Channel 1,1/8/22,1316
Product A,Channel 1,1/9/22,650
Product A,Channel 1,1/10/22,6418
Product A,Channel 1,1/11/22,6651
Product A,Channel 1,1/12/22,6642
Product A,Channel 1,1/13/22,6860
Product A,Channel 1,1/14/22,6834
Product A,Channel 1,1/15/22,1328
Product A,Channel 1,1/16/22,647
Product A,Channel 1,1/17/22,6500
Product A,Channel 1,1/18/22,6459
Product A,Channel 1,1/19/22,6390
Product A,Channel 1,1/20/22,6691
Product A,Channel 1,1/21/22,6818
Product A,Channel 1,1/22/22,1353
Product A,Channel 1,1/23/22,664
Product A,Channel 1,1/24/22,6800
Product A,Channel 1,1/25/22,6606
Product A,Channel 1,1/26/22,6819
Product A,Channel 1,1/27/22,6796
Product A,Channel 1,1/28/22,6496
Product A,Channel 1,1/29/22,1419
Product A,Channel 1,1/30/22,677
Product A,Channel 1,1/31/22,6500
Product A,Channel 1,2/1/22,7453
Product A,Channel 1,2/2/22,7715
Product A,Channel 1,2/3/22,7634
Product A,Channel 1,2/4/22,7840
Product A,Channel 1,2/5/22,1494
Product A,Channel 1,2/6/22,771
Product A,Channel 1,2/7/22,7745
Product A,Channel 1,2/8/22,7602
Product A,Channel 1,2/9/22,7483
Product A,Channel 1,2/10/22,7641
Product A,Channel 1,2/11/22,7570
Product A,Channel 1,2/12/22,1504
Product A,Channel 1,2/13/22,815
Product A,Channel 1,2/14/22,7361
Product A,Channel 1,2/15/22,7806
Product A,Channel 1,2/16/22,7697
Product A,Channel 1,2/17/22,7922
Product A,Channel 1,2/18/22,7359
Product A,Channel 1,2/19/22,1538
Product A,Channel 1,2/20/22,766
Product A,Channel 1,2/21/22,7948
Product A,Channel 1,2/22/22,7307
Product A,Channel 1,2/23/22,7704
Product A,Channel 1,2/24/22,8391
Product A,Channel 1,2/25/22,7472
Product A,Channel 1,2/26/22,1577
Product A,Channel 1,2/27/22,829
Product A,Channel 1,2/28/22,7199
Product A,Channel 1,3/1/22,8883
Product A,Channel 1,3/2/22,8539
Product A,Channel 1,3/3/22,9115
Product A,Channel 1,3/4/22,8767
Product A,Channel 1,3/5/22,1703
Product A,Channel 1,3/6/22,842
Product A,Channel 1,3/7/22,8838
Product A,Channel 1,3/8/22,8098
Product A,Channel 1,3/9/22,8438
Product A,Channel 1,3/10/22,8523
Product A,Channel 1,3/11/22,8340
Product A,Channel 1,3/12/22,1690
Product A,Channel 1,3/13/22,951
Product A,Channel 1,3/14/22,8494
Product A,Channel 1,3/15/22,8495
Product A,Channel 1,3/16/22,9129
Product A,Channel 1,3/17/22,8957
Product A,Channel 1,3/18/22,9089
Product A,Channel 1,3/19/22,1756
Product A,Channel 1,3/20/22,872
Product A,Channel 1,3/21/22,8909
Product A,Channel 1,3/22/22,8692
Product A,Channel 1,3/23/22,8682
Product A,Channel 1,3/24/22,8726
Product A,Channel 1,3/25/22,8803
Product A,Channel 1,3/26/22,1792
Product A,Channel 1,3/27/22,893
Product A,Channel 1,3/28/22,8434
Product A,Channel 1,3/29/22,9189
Product A,Channel 1,3/30/22,8833
Product A,Channel 1,3/31/22,9514
Product A,Channel 1,4/1/22,9706
Product A,Channel 1,4/2/22,1908
Product A,Channel 1,4/3/22,978
Product A,Channel 1,4/4/22,9253
Product A,Channel 1,4/5/22,10176
Product A,Channel 1,4/6/22,9957
Product A,Channel 1,4/7/22,10288
Product A,Channel 1,4/8/22,9935
Product A,Channel 1,4/9/22,1962
Product A,Channel 1,4/10/22,1002
Product A,Channel 1,4/11/22,9065
Product A,Channel 1,4/12/22,9817
Product A,Channel 1,4/13/22,9735
Product A,Channel 1,4/14/22,10208
Product A,Channel 1,4/15/22,9539
Product A,Channel 1,4/16/22,2067
Product A,Channel 1,4/17/22,993
Product A,Channel 1,4/18/22,9020
Product A,Channel 1,4/19/22,10194
Product A,Channel 1,4/20/22,9595
Product A,Channel 1,4/21/22,10231
Product A,Channel 1,4/22/22,10323
Product A,Channel 1,4/23/22,1963
Product A,Channel 1,4/24/22,925
Product A,Channel 1,4/25/22,9755
Product A,Channel 1,4/26/22,9580
Product A,Channel 1,4/27/22,10436
Product A,Channel 1,4/28/22,10194
Product A,Channel 1,4/29/22,9401
Product A,Channel 1,4/30/22,2033
Product A,Channel 1,5/1/22,1046
Product A,Channel 1,5/2/22,10689
Product A,Channel 1,5/3/22,10660
Product A,Channel 1,5/4/22,10922
Product A,Channel 1,5/5/22,11160
Product A,Channel 1,5/6/22,11153
Product A,Channel 1,5/7/22,2190
Product A,Channel 1,5/8/22,1059
Product A,Channel 1,5/9/22,10819
Product A,Channel 1,5/10/22,10723
Product A,Channel 1,5/11/22,11335
Product A,Channel 1,5/12/22,10907
Product A,Channel 1,5/13/22,10983
Product A,Channel 1,5/14/22,2311
Product A,Channel 1,5/15/22,1140
Product A,Channel 1,5/16/22,11485
Product A,Channel 1,5/17/22,10542
Product A,Channel 1,5/18/22,11641
Product A,Channel 1,5/19/22,11394
Product A,Channel 1,5/20/22,11144
Product A,Channel 1,5/21/22,2181
Product A,Channel 1,5/22/22,1166
Product A,Channel 1,5/23/22,10495
Product A,Channel 1,5/24/22,10591
Product A,Channel 1,5/25/22,10961
Product A,Channel 1,5/26/22,10609
Product A,Channel 1,5/27/22,11509
Product A,Channel 1,5/28/22,2182
Product A,Channel 1,5/29/22,1106
Product A,Channel 1,5/30/22,11065
Product A,Channel 1,5/31/22,10696
Product A,Channel 1,6/1/22,12160
Product A,Channel 1,6/2/22,12796
Product A,Channel 1,6/3/22,12691
Product A,Channel 1,6/4/22,2489
Product A,Channel 1,6/5/22,1211
Product A,Channel 1,6/6/22,11499
Product A,Channel 1,6/7/22,11762
Product A,Channel 1,6/8/22,12157
Product A,Channel 1,6/9/22,11854
Product A,Channel 1,6/10/22,12243
Product A,Channel 1,6/11/22,2340
Product A,Channel 1,6/12/22,1135
Product A,Channel 1,6/13/22,12336
Product A,Channel 1,6/14/22,12445
Product A,Channel 1,6/15/22,12172
Product A,Channel 1,6/16/22,11717
Product A,Channel 1,6/17/22,12188
Product A,Channel 1,6/18/22,2477
Product A,Channel 1,6/19/22,1199
Product A,Channel 1,6/20/22,12555
Product A,Channel 1,6/21/22,11907
Product A,Channel 1,6/22/22,12325
Product A,Channel 1,6/23/22,12611
Product A,Channel 1,6/24/22,12267
Product A,Channel 1,6/25/22,2459
Product A,Channel 1,6/26/22,1223
Product A,Channel 1,6/27/22,12456
Product A,Channel 1,6/28/22,12233
Product A,Channel 1,6/29/22,12395
Product A,Channel 1,6/30/22,12626
Product A,Channel 1,7/1/22,11599
Product A,Channel 1,7/2/22,2244
Product A,Channel 1,7/3/22,1089
Product A,Channel 1,7/4/22,11218
Product A,Channel 1,7/5/22,11735
Product A,Channel 1,7/6/22,11587
Product A,Channel 1,7/7/22,11702
Product A,Channel 1,7/8/22,10974
Product A,Channel 1,7/9/22,2170
Product A,Channel 1,7/10/22,1096
Product A,Channel 1,7/11/22,10893
Product A,Channel 1,7/12/22,11504
Product A,Channel 1,7/13/22,11384
Product A,Channel 1,7/14/22,11720
Product A,Channel 1,7/15/22,11812
Product A,Channel 1,7/16/22,2183
Product A,Channel 1,7/17/22,1082
Product A,Channel 1,7/18/22,11034
Product A,Channel 1,7/19/22,10719
Product A,Channel 1,7/20/22,12196
Product A,Channel 1,7/21/22,11291
Product A,Channel 1,7/22/22,11424
Product A,Channel 1,7/23/22,2415
Product A,Channel 1,7/24/22,1162
Product A,Channel 1,7/25/22,10952
Product A,Channel 1,7/26/22,11442
Product A,Channel 1,7/27/22,11526
Product A,Channel 1,7/28/22,11431
Product A,Channel 1,7/29/22,12165
Product A,Channel 1,7/30/22,2160
Product A,Channel 1,7/31/22,1168
Product A,Channel 1,8/1/22,11375
Product A,Channel 1,8/2/22,10184
Product A,Channel 1,8/3/22,11376
Product A,Channel 1,8/4/22,10392
Product A,Channel 1,8/5/22,10463
Product A,Channel 1,8/6/22,2147
Product A,Channel 1,8/7/22,1065
Product A,Channel 1,8/8/22,11005
Product A,Channel 1,8/9/22,10680
Product A,Channel 1,8/10/22,10313
Product A,Channel 1,8/11/22,10472
Product A,Channel 1,8/12/22,10874
Product A,Channel 1,8/13/22,2175
Product A,Channel 1,8/14/22,1117
Product A,Channel 1,8/15/22,10152
Product A,Channel 1,8/16/22,10003
Product A,Channel 1,8/17/22,11018
Product A,Channel 1,8/18/22,11127
Product A,Channel 1,8/19/22,10653
Product A,Channel 1,8/20/22,2242
Product A,Channel 1,8/21/22,1062
Product A,Channel 1,8/22/22,10836
Product A,Channel 1,8/23/22,10893
